[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[17]SmallPillarPair.[1]PillarR.[1]RotationBaseR.[0]LaserRH.[0]BakedBloom
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[17]SmallPillarPair.[1]PillarR.[1]RotationBaseR.[0]LaserRH.[1]BoxLight
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[17]SmallPillarPair.[1]PillarR.[1]RotationBaseR.[1]LaserLight0
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[17]SmallPillarPair.[1]PillarR.[1]RotationBaseR.[1]LaserLight0.[0]BakedBloom
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[17]SmallPillarPair.[1]PillarR.[1]RotationBaseR.[1]LaserLight0.[1]BoxLight
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[17]SmallPillarPair.[1]PillarR.[1]RotationBaseR.[2]Reflector
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[17]SmallPillarPair.[1]PillarR.[2]LaserR
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[17]SmallPillarPair.[1]PillarR.[2]LaserR.[0]BakedBloom
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[17]SmallPillarPair.[1]PillarR.[2]LaserR.[1]BoxLight
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[17]SmallPillarPair.[1]PillarR.[3]LaserLight0
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[17]SmallPillarPair.[1]PillarR.[3]LaserLight0.[0]BakedBloom
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[17]SmallPillarPair.[1]PillarR.[3]LaserLight0.[1]BoxLight
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[18]PillarPair (1)
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[18]PillarPair (1).[0]PillarL
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[18]PillarPair (1).[0]PillarL.[0]Pillar
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[18]PillarPair (1).[0]PillarL.[1]RotationBaseL
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[18]PillarPair (1).[0]PillarL.[1]RotationBaseL.[0]LaserLH
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[18]PillarPair (1).[0]PillarL.[1]RotationBaseL.[0]LaserLH.[0]BakedBloom
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[18]PillarPair (1).[0]PillarL.[1]RotationBaseL.[0]LaserLH.[1]BoxLight
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[18]PillarPair (1).[0]PillarL.[1]RotationBaseL.[1]LaserLight0
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[18]PillarPair (1).[0]PillarL.[1]RotationBaseL.[1]LaserLight0.[0]BakedBloom
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[18]PillarPair (1).[0]PillarL.[1]RotationBaseL.[1]LaserLight0.[1]BoxLight
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[18]PillarPair (1).[0]PillarL.[1]RotationBaseL.[2]Reflector
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[18]PillarPair (1).[0]PillarL.[2]LaserL
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[18]PillarPair (1).[0]PillarL.[2]LaserL.[0]BakedBloom
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[18]PillarPair (1).[0]PillarL.[2]LaserL.[1]BoxLight
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[18]PillarPair (1).[0]PillarL.[3]LaserLight0
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[18]PillarPair (1).[0]PillarL.[3]LaserLight0.[0]BakedBloom
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[18]PillarPair (1).[0]PillarL.[3]LaserLight0.[1]BoxLight
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[18]PillarPair (1).[1]PillarR
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[18]PillarPair (1).[1]PillarR.[0]Pillar
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[18]PillarPair (1).[1]PillarR.[1]RotationBaseR
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[18]PillarPair (1).[1]PillarR.[1]RotationBaseR.[0]LaserRH
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[18]PillarPair (1).[1]PillarR.[1]RotationBaseR.[0]LaserRH.[0]BakedBloom
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[18]PillarPair (1).[1]PillarR.[1]RotationBaseR.[0]LaserRH.[1]BoxLight
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[18]PillarPair (1).[1]PillarR.[1]RotationBaseR.[1]LaserLight0
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[18]PillarPair (1).[1]PillarR.[1]RotationBaseR.[1]LaserLight0.[0]BakedBloom
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[18]PillarPair (1).[1]PillarR.[1]RotationBaseR.[1]LaserLight0.[1]BoxLight
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[18]PillarPair (1).[1]PillarR.[1]RotationBaseR.[2]Reflector
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[18]PillarPair (1).[1]PillarR.[2]LaserR
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[18]PillarPair (1).[1]PillarR.[2]LaserR.[0]BakedBloom
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[18]PillarPair (1).[1]PillarR.[2]LaserR.[1]BoxLight
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[18]PillarPair (1).[1]PillarR.[3]LaserLight0
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[18]PillarPair (1).[1]PillarR.[3]LaserLight0.[0]BakedBloom
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[18]PillarPair (1).[1]PillarR.[3]LaserLight0.[1]BoxLight
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[19]SmallPillarPair (1)
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[19]SmallPillarPair (1).[0]PillarL
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[19]SmallPillarPair (1).[0]PillarL.[0]Pillar
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[19]SmallPillarPair (1).[0]PillarL.[1]RotationBaseL
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[19]SmallPillarPair (1).[0]PillarL.[1]RotationBaseL.[0]LaserLH
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[19]SmallPillarPair (1).[0]PillarL.[1]RotationBaseL.[0]LaserLH.[0]BakedBloom
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[19]SmallPillarPair (1).[0]PillarL.[1]RotationBaseL.[0]LaserLH.[1]BoxLight
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[19]SmallPillarPair (1).[0]PillarL.[1]RotationBaseL.[1]LaserLight0
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[19]SmallPillarPair (1).[0]PillarL.[1]RotationBaseL.[1]LaserLight0.[0]BakedBloom
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[19]SmallPillarPair (1).[0]PillarL.[1]RotationBaseL.[1]LaserLight0.[1]BoxLight
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[19]SmallPillarPair (1).[0]PillarL.[1]RotationBaseL.[2]Reflector
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[19]SmallPillarPair (1).[0]PillarL.[2]LaserL
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[19]SmallPillarPair (1).[0]PillarL.[2]LaserL.[0]BakedBloom
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[19]SmallPillarPair (1).[0]PillarL.[2]LaserL.[1]BoxLight
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[19]SmallPillarPair (1).[0]PillarL.[3]LaserLight0
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[19]SmallPillarPair (1).[0]PillarL.[3]LaserLight0.[0]BakedBloom
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[19]SmallPillarPair (1).[0]PillarL.[3]LaserLight0.[1]BoxLight
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[19]SmallPillarPair (1).[1]PillarR
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[19]SmallPillarPair (1).[1]PillarR.[0]Pillar
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[19]SmallPillarPair (1).[1]PillarR.[1]RotationBaseR
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[19]SmallPillarPair (1).[1]PillarR.[1]RotationBaseR.[0]LaserRH
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[19]SmallPillarPair (1).[1]PillarR.[1]RotationBaseR.[0]LaserRH.[0]BakedBloom
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[19]SmallPillarPair (1).[1]PillarR.[1]RotationBaseR.[0]LaserRH.[1]BoxLight
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[19]SmallPillarPair (1).[1]PillarR.[1]RotationBaseR.[1]LaserLight0
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[19]SmallPillarPair (1).[1]PillarR.[1]RotationBaseR.[1]LaserLight0.[0]BakedBloom
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[19]SmallPillarPair (1).[1]PillarR.[1]RotationBaseR.[1]LaserLight0.[1]BoxLight
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[19]SmallPillarPair (1).[1]PillarR.[1]RotationBaseR.[2]Reflector
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[19]SmallPillarPair (1).[1]PillarR.[2]LaserR
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[19]SmallPillarPair (1).[1]PillarR.[2]LaserR.[0]BakedBloom
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[19]SmallPillarPair (1).[1]PillarR.[2]LaserR.[1]BoxLight
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[19]SmallPillarPair (1).[1]PillarR.[3]LaserLight0
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[19]SmallPillarPair (1).[1]PillarR.[3]LaserLight0.[0]BakedBloom
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[19]SmallPillarPair (1).[1]PillarR.[3]LaserLight0.[1]BoxLight
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[2]ShaderWarmup
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[20]PillarPair (2)
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[20]PillarPair (2).[0]PillarL
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[20]PillarPair (2).[0]PillarL.[0]Pillar
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[20]PillarPair (2).[0]PillarL.[1]RotationBaseL
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[20]PillarPair (2).[0]PillarL.[1]RotationBaseL.[0]LaserLH
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[20]PillarPair (2).[0]PillarL.[1]RotationBaseL.[0]LaserLH.[0]BakedBloom
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[20]PillarPair (2).[0]PillarL.[1]RotationBaseL.[0]LaserLH.[1]BoxLight
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[20]PillarPair (2).[0]PillarL.[1]RotationBaseL.[1]LaserLight0
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[20]PillarPair (2).[0]PillarL.[1]RotationBaseL.[1]LaserLight0.[0]BakedBloom
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[20]PillarPair (2).[0]PillarL.[1]RotationBaseL.[1]LaserLight0.[1]BoxLight
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[20]PillarPair (2).[0]PillarL.[1]RotationBaseL.[2]Reflector
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[20]PillarPair (2).[0]PillarL.[2]LaserL
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[20]PillarPair (2).[0]PillarL.[2]LaserL.[0]BakedBloom
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[20]PillarPair (2).[0]PillarL.[2]LaserL.[1]BoxLight
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[20]PillarPair (2).[0]PillarL.[3]LaserLight0
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[20]PillarPair (2).[0]PillarL.[3]LaserLight0.[0]BakedBloom
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[20]PillarPair (2).[0]PillarL.[3]LaserLight0.[1]BoxLight
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[20]PillarPair (2).[1]PillarR
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[20]PillarPair (2).[1]PillarR.[0]Pillar
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[20]PillarPair (2).[1]PillarR.[1]RotationBaseR
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[20]PillarPair (2).[1]PillarR.[1]RotationBaseR.[0]LaserRH
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[20]PillarPair (2).[1]PillarR.[1]RotationBaseR.[0]LaserRH.[0]BakedBloom
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[20]PillarPair (2).[1]PillarR.[1]RotationBaseR.[0]LaserRH.[1]BoxLight
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[20]PillarPair (2).[1]PillarR.[1]RotationBaseR.[1]LaserLight0
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[20]PillarPair (2).[1]PillarR.[1]RotationBaseR.[1]LaserLight0.[0]BakedBloom
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[20]PillarPair (2).[1]PillarR.[1]RotationBaseR.[1]LaserLight0.[1]BoxLight
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[20]PillarPair (2).[1]PillarR.[1]RotationBaseR.[2]Reflector
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[20]PillarPair (2).[1]PillarR.[2]LaserR
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[20]PillarPair (2).[1]PillarR.[2]LaserR.[0]BakedBloom
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[20]PillarPair (2).[1]PillarR.[2]LaserR.[1]BoxLight
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[20]PillarPair (2).[1]PillarR.[3]LaserLight0
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[20]PillarPair (2).[1]PillarR.[3]LaserLight0.[0]BakedBloom
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[20]PillarPair (2).[1]PillarR.[3]LaserLight0.[1]BoxLight
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[21]SmallPillarPair (2)
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[21]SmallPillarPair (2).[0]PillarL
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[21]SmallPillarPair (2).[0]PillarL.[0]Pillar
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[21]SmallPillarPair (2).[0]PillarL.[1]RotationBaseL
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[21]SmallPillarPair (2).[0]PillarL.[1]RotationBaseL.[0]LaserLH
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[21]SmallPillarPair (2).[0]PillarL.[1]RotationBaseL.[0]LaserLH.[0]BakedBloom
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[21]SmallPillarPair (2).[0]PillarL.[1]RotationBaseL.[0]LaserLH.[1]BoxLight
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[21]SmallPillarPair (2).[0]PillarL.[1]RotationBaseL.[1]LaserLight0
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[21]SmallPillarPair (2).[0]PillarL.[1]RotationBaseL.[1]LaserLight0.[0]BakedBloom
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[21]SmallPillarPair (2).[0]PillarL.[1]RotationBaseL.[1]LaserLight0.[1]BoxLight
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[21]SmallPillarPair (2).[0]PillarL.[1]RotationBaseL.[2]Reflector
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[21]SmallPillarPair (2).[0]PillarL.[2]LaserL
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[21]SmallPillarPair (2).[0]PillarL.[2]LaserL.[0]BakedBloom
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[21]SmallPillarPair (2).[0]PillarL.[2]LaserL.[1]BoxLight
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[21]SmallPillarPair (2).[0]PillarL.[3]LaserLight0
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[21]SmallPillarPair (2).[0]PillarL.[3]LaserLight0.[0]BakedBloom
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[21]SmallPillarPair (2).[0]PillarL.[3]LaserLight0.[1]BoxLight
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[21]SmallPillarPair (2).[1]PillarR
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[21]SmallPillarPair (2).[1]PillarR.[0]Pillar
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[21]SmallPillarPair (2).[1]PillarR.[1]RotationBaseR
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[21]SmallPillarPair (2).[1]PillarR.[1]RotationBaseR.[0]LaserRH
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[21]SmallPillarPair (2).[1]PillarR.[1]RotationBaseR.[0]LaserRH.[0]BakedBloom
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[21]SmallPillarPair (2).[1]PillarR.[1]RotationBaseR.[0]LaserRH.[1]BoxLight
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[21]SmallPillarPair (2).[1]PillarR.[1]RotationBaseR.[1]LaserLight0
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[21]SmallPillarPair (2).[1]PillarR.[1]RotationBaseR.[1]LaserLight0.[0]BakedBloom
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[21]SmallPillarPair (2).[1]PillarR.[1]RotationBaseR.[1]LaserLight0.[1]BoxLight
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[21]SmallPillarPair (2).[1]PillarR.[1]RotationBaseR.[2]Reflector
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[21]SmallPillarPair (2).[1]PillarR.[2]LaserR
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[21]SmallPillarPair (2).[1]PillarR.[2]LaserR.[0]BakedBloom
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[21]SmallPillarPair (2).[1]PillarR.[2]LaserR.[1]BoxLight
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[21]SmallPillarPair (2).[1]PillarR.[3]LaserLight0
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[21]SmallPillarPair (2).[1]PillarR.[3]LaserLight0.[0]BakedBloom
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[21]SmallPillarPair (2).[1]PillarR.[3]LaserLight0.[1]BoxLight
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[22]PillarPair (3)
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[22]PillarPair (3).[0]PillarL
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[22]PillarPair (3).[0]PillarL.[0]Pillar
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[22]PillarPair (3).[0]PillarL.[1]RotationBaseL
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[22]PillarPair (3).[0]PillarL.[1]RotationBaseL.[0]LaserLH
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[22]PillarPair (3).[0]PillarL.[1]RotationBaseL.[0]LaserLH.[0]BakedBloom
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[22]PillarPair (3).[0]PillarL.[1]RotationBaseL.[0]LaserLH.[1]BoxLight
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[22]PillarPair (3).[0]PillarL.[1]RotationBaseL.[1]LaserLight0
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[22]PillarPair (3).[0]PillarL.[1]RotationBaseL.[1]LaserLight0.[0]BakedBloom
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[22]PillarPair (3).[0]PillarL.[1]RotationBaseL.[1]LaserLight0.[1]BoxLight
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[22]PillarPair (3).[0]PillarL.[1]RotationBaseL.[2]Reflector
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[22]PillarPair (3).[0]PillarL.[2]LaserL
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[22]PillarPair (3).[0]PillarL.[2]LaserL.[0]BakedBloom
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[22]PillarPair (3).[0]PillarL.[2]LaserL.[1]BoxLight
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[22]PillarPair (3).[0]PillarL.[3]LaserLight0
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[22]PillarPair (3).[0]PillarL.[3]LaserLight0.[0]BakedBloom
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[22]PillarPair (3).[0]PillarL.[3]LaserLight0.[1]BoxLight
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[22]PillarPair (3).[1]PillarR
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[22]PillarPair (3).[1]PillarR.[0]Pillar
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[22]PillarPair (3).[1]PillarR.[1]RotationBaseR
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[22]PillarPair (3).[1]PillarR.[1]RotationBaseR.[0]LaserRH
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[22]PillarPair (3).[1]PillarR.[1]RotationBaseR.[0]LaserRH.[0]BakedBloom
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[22]PillarPair (3).[1]PillarR.[1]RotationBaseR.[0]LaserRH.[1]BoxLight
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[22]PillarPair (3).[1]PillarR.[1]RotationBaseR.[1]LaserLight0
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[22]PillarPair (3).[1]PillarR.[1]RotationBaseR.[1]LaserLight0.[0]BakedBloom
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[22]PillarPair (3).[1]PillarR.[1]RotationBaseR.[1]LaserLight0.[1]BoxLight
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[22]PillarPair (3).[1]PillarR.[1]RotationBaseR.[2]Reflector
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[22]PillarPair (3).[1]PillarR.[2]LaserR
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[22]PillarPair (3).[1]PillarR.[2]LaserR.[0]BakedBloom
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[22]PillarPair (3).[1]PillarR.[2]LaserR.[1]BoxLight
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[22]PillarPair (3).[1]PillarR.[3]LaserLight0
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[22]PillarPair (3).[1]PillarR.[3]LaserLight0.[0]BakedBloom
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[22]PillarPair (3).[1]PillarR.[3]LaserLight0.[1]BoxLight
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[23]SmallPillarPair (3)
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[23]SmallPillarPair (3).[0]PillarL
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[23]SmallPillarPair (3).[0]PillarL.[0]Pillar
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[23]SmallPillarPair (3).[0]PillarL.[1]RotationBaseL
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[23]SmallPillarPair (3).[0]PillarL.[1]RotationBaseL.[0]LaserLH
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[23]SmallPillarPair (3).[0]PillarL.[1]RotationBaseL.[0]LaserLH.[0]BakedBloom
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[23]SmallPillarPair (3).[0]PillarL.[1]RotationBaseL.[0]LaserLH.[1]BoxLight
[DEBUG @ 18:43:32 | Chroma] BTSEnvironment.[0]Environment.[23]SmallPillarPair (3).[0]PillarL.[1]RotationBaseL.[1]LaserLight0
